,passage_id,question,passage
27,2003_1750_48,Co powinno zawierać oświadczenie żołnierza o swoim stanie majątkowym?,"Art. 48. 1. Żołnierzom zawodowym wydaje się wojskowy dokument osobisty stwierdzający pełnienie zawodowej służby wojskowej oraz, w szczególnych przypadkach, dokument osobisty stwierdzający pełnienie tej służby w określonej jednostce wojskowej. 2. Żołnierzy zawodowych obejmuje się ewidencją wojskową, prowadzoną przez dyrektora departamentu Ministerstwa Obrony Narodowej właściwego do spraw kadr, organ właściwy do wyznaczania na stanowisko służbowe i dowódcę jednostki wojskowej, w której żołnierz pełni zawodową służbę wojskową, oraz wojskowego komendanta uzupełnień. 3. W ewidencji, o której mowa w ust. 2, ujmuje się dane osobowe żołnierza zawodowego oraz dane dotyczące przebiegu czynnej służby wojskowej, stanu zdrowia, wykształcenia, kwalifikacji, stanu cywilnego i rodzinnego, wyróżnień, a także orzeczeń wydanych w stosunku do żołnierza w postępowaniu sądowym, administracyjnym lub dyscyplinarnym oraz odpowiedzialności zawodowej. 4. Dane osobowe, o których mowa w ust. 3, obejmują: nazwisko i imiona, nazwisko rodowe, nazwisko i imiona poprzednie, imiona rodziców, nazwiska rodowe rodziców, imię i nazwisko małżonka oraz jego nazwisko rodowe, imiona dzieci, płeć, datę i miejsce urodzenia, obywatelstwo, numer PESEL, numer identyfikacji podatkowej, stopień wojskowy, adres zameldowania oraz rodzaj, serię i numer dokumentu tożsamości. 5. Ewidencję, o której mowa w ust. 2, prowadzi się w formie teczki akt personalnych i karty ewidencyjnej. 6. Do przetwarzania przez organy wymienione w ust. 2 danych, o których mowa w ust. 3, do celów związanych z przebiegiem zawodowej służby wojskowej nie stosuje się przepisów rozdziału III ustawy z dnia 29 sierpnia 1997 r. o ochronie danych osobowych (Dz.U. z 2002 r. Nr 101, poz. 926 i Nr 153, poz. 1271). 7. Wojskowy dokument osobisty wydaje się żołnierzowi zawodowemu niezwłocznie po rozpoczęciu pełnienia zawodowej służby wojskowej. 8. Minister Obrony Narodowej określi, w drodze rozporządzenia: 1) wzory wojskowych dokumentów osobistych oraz sposób dokonywania wpisów w tych dokumentach i postępowania z nimi, a także organy właściwe do ich wydawania; 2) zakres i sposób prowadzenia ewidencji wojskowej. Rozporządzenie powinno w szczególności określić terminy ważności wojskowych dokumentów osobistych, okoliczności uzasadniające ich wymianę i zwrot, zadania przełożonych w zakresie wydawania wojskowych dokumentów osobistych i sposobu dokonywania w nich wpisów, postępowanie w razie utraty wojskowych dokumentów osobistych, a także szczegółowe wymogi dotyczące ochrony danych osobowych żołnierzy zawodowych objętych ewidencją wojskową."
28,2001_471_5,W jaki sposób wyniki rolniczych badań rynkowych są udostępniane i rozpowszechniane?,Art. 5. 1. Wyniki rolniczych badań rynkowych są jawne. 2. Wyniki rolniczych badań rynkowych są udostępniane i rozpowszechniane w szczególności przez: 1) wydawanie biuletynów informacyjnych lub 2) zamieszczanie ich na stronie internetowej ministerstwa obsługującego urząd ministra właściwego do spraw rynków rolnych.
29,2001_471_5,W jaki sposób wyniki rolniczych badań rynkowych są udostępniane i rozpowszechniane?,Art. 5. 1. Wyniki rolniczych badań rynkowych są jawne. 2. Wyniki rolniczych badań rynkowych są udostępniane i rozpowszechniane w szczególności przez: 1) wydawanie biuletynów informacyjnych lub 2) zamieszczanie ich na stronie internetowej ministerstwa obsługującego urząd ministra właściwego do spraw rynków rolnych.
30,2001_471_3,W jaki sposób wyniki rolniczych badań rynkowych są udostępniane i rozpowszechniane?,"Art. 3. 1. Rolnicze badania rynkowe prowadzi minister właściwy do spraw rynków rolnych. 2. Do zadań ministra właściwego do spraw rynków rolnych w zakresie prowadzenia rolniczych badań rynkowych należy: 1) opracowywanie metodologii rolniczych badań rynkowych, 2) zbieranie danych rynkowych, 3) tworzenie i zarządzanie elektroniczną bazą danych obejmującą dane rynkowe oraz ich zabezpieczanie, 4) przetwarzanie oraz analiza danych rynkowych, 5) udostępnianie i rozpowszechnianie wyników rolniczych badań rynkowych, 6) szkolenie w zakresie rolniczych badań rynkowych."
31,2001_471_1,W jaki sposób wyniki rolniczych badań rynkowych są udostępniane i rozpowszechniane?,"Art. 1. Ustawa reguluje sposób prowadzenia rolniczych badań rynkowych polegających na zbieraniu i opracowywaniu informacji o poziomie cen i wielkości obrotu artykułami rolno-spożywczymi niezależnie od miejsca jego prowadzenia, związanych z danym przedsiębiorcą."
32,1994_627_54,Jakiej spółce może zostać udzielona koncesja?,"Art. 54. Koncesji udziela się spółce, której oferta została w wyniku przetargu uznana przez komisję przetargową za najkorzystniejszą."
33,1994_627_56,Jakiej spółce może zostać udzielona koncesja?,"Art. 56. Koncesja określa w szczególności: 1) nazwę spółki i jej siedzibę, 2) przedmiot działalności objęty koncesją, 3) datę rozpoczęcia działalności, 4) obowiązki koncesjonariusza, określone w art. 57, 5) okres, na jaki została udzielona."
34,2004_1807_54,Jakiej spółce może zostać udzielona koncesja?,"Art. 54. 1. Organ koncesyjny dokonuje wyboru ofert w liczbie zgodnej z liczbą koncesji, o której mowa w art. 51 ust. 2 pkt 2, kierując się wysokością zadeklarowanych opłat za udzielenie koncesji. 2. W przypadku gdy kilku przedsiębiorców zadeklarowało opłatę w takiej samej wysokości, organ koncesyjny wzywa tych przedsiębiorców do ponownego zadeklarowania wysokości opłaty i wybiera ofertę przedsiębiorcy, który zadeklarował wyższą opłatę. 3. Organ koncesyjny przekazuje przedsiębiorcom, którzy złożyli oferty, pisemną informację o wyniku przetargu, niezwłocznie po jego rozstrzygnięciu, oraz: 1) zwraca wadium przedsiębiorcom, których oferty nie zostały wybrane; 2) zalicza wadium na poczet opłaty przedsiębiorcom, których oferty zostały wybrane. 4. Organ koncesyjny udziela koncesji przedsiębiorcom, których oferty zostały wybrane."
35,1994_627_58,Jakiej spółce może zostać udzielona koncesja?,"Art. 58. 1. Koncesja może być cofnięta w przypadku: 1) niezawarcia umowy koncesyjnej w terminie do 6 miesięcy od daty udzielenia koncesji, 2) naruszenia obowiązków, o których mowa w art. 57 lub warunków umowy koncesyjnej, 3) zagrożenia ważnego interesu gospodarki narodowej, obronności lub bezpieczeństwa państwa, albo zagrożenia bezpieczeństwa ludzi. 2. Koncesja wygasa w przypadku rozwiązania umowy koncesyjnej."
36,1995_488_13,W jakiej sytuacji osobie niezdolnej do pracy nie przysługuje zasiłek chorobowy za okres po ustaniu tytułu ubezpieczenia chorobowego?,"Art. 13. 1. Zasiłek chorobowy nie przysługuje za okres po ustaniu tytułu ubezpieczenia chorobowego, jeżeli osoba niezdolna do pracy: 1) ma ustalone prawo do emerytury lub renty z tytułu niezdolności do pracy, 2) kontynuuje działalność zarobkową lub podjęła działalność zarobkową, 3) nie nabyła prawa do zasiłku w czasie ubezpieczenia, w przypadkach określonych w art. 4 ust. 1, 4) jest uprawniona do zasiłku dla bezrobotnych, zasiłku przedemerytalnego lub świadczenia przedemerytalnego. 2. Zasiłek chorobowy nie przysługuje za okres niezdolności do pracy po ustaniu tytułu ubezpieczenia chorobowego, jeżeli ubezpieczenie to ustało po wyczerpaniu prawa do zasiłku chorobowego."
37,1995_488_45,W jakiej sytuacji osobie niezdolnej do pracy nie przysługuje zasiłek chorobowy za okres po ustaniu tytułu ubezpieczenia chorobowego?,"Art. 45. 1. Podstawa wymiaru zasiłku chorobowego z tytułu pracy w pełnym wymiarze czasu pracy nie może być niższa od kwoty najniższego wynagrodzenia pracowników ustalonej, na podstawie art. 774 Kodeksu pracy, po odliczeniu kwoty odpowiadającej 18,71% tego wynagrodzenia, 2. Przepisu ust. 1 nie stosuje się do ubezpieczonych będących pracownikami, do których wynagrodzenia nie ma zastosowania art. 774 Kodeksu pracy."
38,1996_128_12,W jakiej sytuacji osobie niezdolnej do pracy nie przysługuje zasiłek chorobowy za okres po ustaniu tytułu ubezpieczenia chorobowego?,"Art. 12. 1. Podstawę wymiaru zasiłku chorobowego stanowi przeciętne miesięczne wynagrodzenie wypłacone pracownikowi za okres 6 miesięcy kalendarzowych poprzedzających miesiąc, w którym powstała niezdolność do pracy. Podstawę wymiaru zasiłku chorobowego za jeden dzień niezdolności do pracy stanowi jedna trzydziesta część tego wynagrodzenia. 2. Podstawę wymiaru zasiłku chorobowego stanowi przeciętne miesięczne wynagrodzenie wypłacone pracownikowi za okres 12 miesięcy kalendarzowych poprzedzających miesiąc, w którym powstała niezdolność do pracy, gdy wynagrodzenie ulega znacznemu wahaniu ze względu na charakter pracy lub zasady wynagradzania. 3. Jeżeli prawo do zasiłku chorobowego powstało przed upływem okresów, o których mowa w ust. 1 i 2, podstawa wymiaru zasiłku chorobowego nie może być wyższa niż 250% przeciętnego miesięcznego wynagrodzenia. Kwotę tę ustala się miesięcznie poczynając od trzeciego go miesiąca kalendarzowego kwartału za okres 3 miesięcy, na podstawie przeciętnego wynagrodzenia z poprzedniego kwartału, ogłaszanego dla celów emerytalnych. 4. Przy ustalaniu podstawy wymiaru zasiłku chorobowego uwzględnia się składniki wynagrodzenia z tytułu wykonywania pracy w ramach stosunku pracy, od których ustalono składkę na ubezpieczenie społeczne.""; 4) po art. 12 dodaje się art. 12a w brzmieniu: ""Art. 12a. 1. Jeżeli po upływie 6-miesięcznego okresu zasiłkowego wypłata zasiłku została przedłużona, podstawa wymiaru zasiłku chorobowego, ustalona w myśl art. 12, podlega waloryzacji według następujących zasad: 1) jeżeli przedłużenie wypłaty zasiłku chorobowego nastąpiło w I kwartale kalendarzowym danego roku, podstawa wymiaru zasiłku chorobowego ulega podwyższeniu o procent wzrostu przeciętnego miesięcznego wynagrodzenia w III kwartale w stosunku do I kwartału ubiegłego roku kalendarzowego, 2) jeżeli przedłużenie wypłaty zasiłku chorobowego nastąpiło w II kwartale kalendarzowym danego roku, podstawa wymiaru zasiłku chorobowego ulega podwyższeniu o procent wzrostu przeciętnego miesięcznego wynagrodzenia w IV kwartale w stosunku do II kwartału ubiegłego roku kalendarzowego, 3) jeżeli przedłużenie wypłaty zasiłku chorobowego nastąpiło w III kwartale kalendarzowym danego roku, podstawa wymiaru zasiłku chorobowego ulega podwyższeniu o procent wzrostu przeciętnego miesięcznego wynagrodzenia w I kwartale tego roku kalendarzowego w stosunku do III kwartału ubiegłego roku kalendarzowego, 4) jeżeli przedłużenie wypłaty zasiłku chorobowego nastąpiło w IV kwartale kalendarzowym danego roku, podstawa wymiaru zasiłku chorobowego ulega podwyższeniu o procent wzrostu przeciętnego miesięcznego wynagrodzenia w II kwartale tego roku kalendarzowego w stosunku do IV kwartału ubiegłego roku kalendarzowego. 2. Prezes Zakładu Ubezpieczeń Społecznych ogłasza w Monitorze Polskim, w terminie do ostatniego dnia każdego kwartału kalendarzowego, wskaźnik waloryzacji zasiłku chorobowego obowiązujący w następnym kwartale.""; 5) art. 13 otrzymuje brzmienie: ""Art. 13. Minister Pracy i Polityki Socjalnej określi, w drodze rozporządzenia: 1) przypadki, w których ze względu na charakter pracy lub zasady wynagradzania za podstawę wymiaru zasiłku chorobowego przyjmuje się wynagrodzenie z okresu wymienionego w art. 12 ust. 2, 2) szczegółowe zasady ustalania podstawy wymiaru i obliczania zasiłku.""; 6) skreśla się art. 19; 7) w art. 20 ust. 2 otrzymuje brzmienie: ""2. Świadczenie rehabilitacyjne przysługuje od pierwszego dnia okresu niezbędnego do przywrócenia zdolności do pracy, nie dłużej jednak niż przez 12 miesięcy.""; 8) art. 21 otrzymuje brzmienie: ""Art. 21. 1. Świadczenie rehabilitacyjne wynosi 75 % wynagrodzenia, które stanowi podstawę wymiaru zasiłku chorobowego, a jeżeli niezdolność do pracy powstała wskutek wypadku przy pracy, wypadku w drodze do pracy lub z pracy, albo wskutek choroby zawodowej - 100% tego wynagrodzenia, z zastrzeżeniem ust. 2. 2. Jeżeli świadczenie rehabilitacyjne zostało przyznane po upływie 6 miesięcy niezdolności do pracy, podstawa wymiaru zasiłku chorobowego, od której ustala się wysokość świadczenia rehabilitacyjnego, podlega waloryzacji. Przepisy art. 12a stosuje się odpowiednio.""; 9) art. 24 otrzymuje brzmienie: ""Art. 24. Przepisy art. 11 ust. 3, art. 14, 16 i 18 stosuje się odpowiednio do świadczenia rehabilitacyjnego.""; 10) w art. 27: a) ust. 2 otrzymuje brzmienie: ""2. Przy ustalaniu wysokości zasiłku wyrównawczego stosuje się odpowiednio przepisy art. 12 i art. 14 ust. 2."", b) dodaje się ust. 3 w brzmieniu: ""3. Minister Pracy i Polityki Socjalnej określi w drodze rozporządzenia: 1) przypadki, w których ze względu na charakter pracy lub zasady wynagradzania przyjmuje się za podstawę wymiaru zasiłku wynagrodzenie z okresu wymienionego w art. 12 ust. 2, 2) szczegółowe zasady ustalania podstawy wymiaru i obliczania zasiłku wyrównawczego.""; 11) w art. 30 w ust. 1: a) pkt 2 otrzymuje brzmienie: ""2) urodzenia dziecka lub przyjęcia dziecka na wychowanie i wystąpienia do sądu opiekuńczego z wnioskiem o wszczęcie postępowania w sprawie jego przysposobienia, w okresie korzystania z urlopu wychowawczego lub w okresie przerwy w zatrudnieniu odpowiadającej okresowi urlopu wychowawczego,""; b) w pkt 3 lit a) po wyrazach ""z powodu"" dodać wyrazy ""ogłoszenia upadłości lub""; 12) art. 31 otrzymuje brzmienie: ""Art. 31. 1. Zasiłek porodowy wypłaca się w wysokości 15 % przeciętnego miesięcznego wynagrodzenia. Kwotę tę ustala się miesięcznie poczynając od trzeciego miesiąca kalendarzowego kwartału za okres 3 miesięcy, na podstawie przeciętnego wynagrodzenia z poprzedniego kwartału, ogłaszanego dla celów emerytalnych. 2. W razie urodzenia więcej niż jednego dziecka przy jednym porodzie, zasiłek porodowy przysługuje na każde urodzone dziecko.""; 13) w art. 33: a) w ust. 1 w pkt 1 wyrazy ""z urlopu bezpłatnego udzielonego dla sprawowania opieki nad małymi dziećmi"" zastępuje się wyrazami ""z urlopu wychowawczego lub w okresie przerwy w zatrudnieniu odpowiadającej okresowi urlopu wychowawczego"", b) ust. 3 otrzymuje brzmienie: ""3. Pracownicy, z którą rozwiązano umowę o pracę w czasie ciąży z powodu ogłoszenia upadłości lub likwidacji zakładu pracy i której nie zapewniono innego zatrudnienia, przysługuje do dnia porodu zasiłek w wysokości zasiłku macierzyńskiego.""; 14) w art. 34: a) skreśla się ust. 3, b) ust. 5 otrzymuje brzmienie: ""5. Do zasiłku macierzyńskiego stosuje się odpowiednio przepisy art. 12 i 14."", c) dodaje się ust. 6 w brzmieniu: ""6. Minister Pracy i Polityki Socjalnej określi w drodze rozporządzenia: 1) przypadki, w których ze względu na charakter pracy lub zasady wynagradzania za podstawę wymiaru zasiłku macierzyńskiego przyjmuje się wynagrodzenie z okresu wymienionego w art. 12 ust. 2, 2) szczegółowe zasady ustalania podstawy wymiaru i obliczania zasiłku.""; 15) skreśla się art. 36; 16) art. 39 otrzymuje brzmienie: ""Art. 39. 1. Miesięczny zasiłek opiekuńczy wynosi 80% wynagrodzenia. 2. Do zasiłku opiekuńczego stosuje się odpowiednio przepisy art. 11 ust. 3 oraz art. 12 i 14. 3. Minister Pracy i Polityki Socjalnej określi w drodze rozporządzenia: 1) przypadki, w których ze względu na charakter pracy lub zasady wynagradzania za podstawę wymiaru zasiłku opiekuńczego przyjmuje się wynagrodzenie z okresu wymienionego w art. 12 ust. 2, 2) szczegółowe zasady ustalania podstawy wymiaru i obliczania zasiłku.""; 17) w art. 40 skreśla się ust. 2; 18) art. 43 otrzymuje brzmienie: ""Art. 43. Zasiłek pogrzebowy przysługuje w wysokości 200% przeciętnego miesięcznego wynagrodzenia. Przepis art. 31 ust. 1 zdanie drugie stosuje się odpowiednio.""; 19) skreśla się art. 44; 20) art. 45 otrzymuje brzmienie: ""Art. 45. W razie pokrycia kosztów pogrzebu przez Państwo lub zakład pracy, małżonkowi, dzieciom, wnukom lub rodzeństwu albo innej osobie, która do chwili śmierci zmarłego pozostawała z nim we wspólnym gospodarstwie domowym, przysługuje również zasiłek pogrzebowy.""; 21) w art. 46 ust. 1 otrzymuje brzmienie: ""1. W razie zbiegu prawa do zasiłku pogrzebowego z dwóch lub więcej tytułów, przysługuje tylko jeden zasiłek.""; 22) skreśla się art. 47; 23) w art. 50 w ust. 1 wyrazy ""zaświadczenia zakładów służby zdrowia"" zastępuje się wyrazami ""zaświadczenia lekarskie""; 24) skreśla się art. 59."
39,1995_488_12,W jakiej sytuacji osobie niezdolnej do pracy nie przysługuje zasiłek chorobowy za okres po ustaniu tytułu ubezpieczenia chorobowego?,"Art. 12. 1. Zasiłek chorobowy nie przysługuje za okresy niezdolności do pracy, w których ubezpieczony na podstawie przepisów o wynagradzaniu zachowuje prawo do wynagrodzenia. Okresy te wlicza się do okresu zasiłkowego. 2. Zasiłek chorobowy nie przysługuje również za okresy niezdolności do pracy przypadającej w czasie: 1) urlopu bezpłatnego, 2) urlopu wychowawczego, 3) tymczasowego aresztowania lub odbywania kary pozbawienia wolności, z wyjątkiem przypadków, w których prawo do zasiłku wynika z ubezpieczenia chorobowego osób wykonujących odpłatnie pracę na podstawie skierowania do pracy w czasie odbywania kary pozbawienia wolności lub tymczasowego aresztowania. 3. Okresów niezdolności do pracy, o których mowa w ust. 2, w których zasiłek nie przysługuje, nie wlicza się do okresu zasiłkowego."
40,2001_1071_46,Co należy do zadań Krajowej Rady Kuratorów?,"Art. 46. 1. Do zadań Krajowej Rady Kuratorów w szczególności należy: 1) uchwalanie kodeksu etyki kuratora sądowego, 2) podejmowanie działań umożliwiających kuratorom zawodowym podnoszenie kwalifikacji zawodowych i poziomu wykonywanej przez nich pracy, 3) opiniowanie aktów prawnych dotyczących kuratorów sądowych oraz występowanie z inicjatywą opracowania aktów prawnych dotyczących kuratorów sądowych i kurateli sądowej, 4) występowanie do Ministra Sprawiedliwości lub innych organów państwowych z wnioskami dotyczącymi warunków pracy i płacy grupy zawodowej kuratorów sądowych, 5) inicjowanie badań naukowych nad funkcjonowaniem kurateli sądowej, 6) dokonywanie okresowej oceny sądowej kadry kuratorskiej i liczby wykonywanych nadzorów i dozorów oraz przedstawianie wniosków w tym zakresie Ministrowi Sprawiedliwości, 7) coroczna ocena działalności prezydium Krajowej Rady Kuratorów, 8) uchwalenie regulaminu pracy Krajowej Rady Kuratorów, 9) współpraca z organizacjami kuratorów sądowych innych krajów. 2. Krajowa Rada Kuratorów przy realizacji zadań, o których mowa w ust. 1 pkt 2, 5 i 6, uzgadnia swoje działania z Ministrem Sprawiedliwości. 3. Posiedzenia Krajowej Rady Kuratorów odbywają się co najmniej raz w roku. Warunki do odbywania posiedzeń zapewnia Minister Sprawiedliwości."
41,2001_1071_46,Co należy do zadań Krajowej Rady Kuratorów?,"Art. 46. 1. Do zadań Krajowej Rady Kuratorów w szczególności należy: 1) uchwalanie kodeksu etyki kuratora sądowego, 2) podejmowanie działań umożliwiających kuratorom zawodowym podnoszenie kwalifikacji zawodowych i poziomu wykonywanej przez nich pracy, 3) opiniowanie aktów prawnych dotyczących kuratorów sądowych oraz występowanie z inicjatywą opracowania aktów prawnych dotyczących kuratorów sądowych i kurateli sądowej, 4) występowanie do Ministra Sprawiedliwości lub innych organów państwowych z wnioskami dotyczącymi warunków pracy i płacy grupy zawodowej kuratorów sądowych, 5) inicjowanie badań naukowych nad funkcjonowaniem kurateli sądowej, 6) dokonywanie okresowej oceny sądowej kadry kuratorskiej i liczby wykonywanych nadzorów i dozorów oraz przedstawianie wniosków w tym zakresie Ministrowi Sprawiedliwości, 7) coroczna ocena działalności prezydium Krajowej Rady Kuratorów, 8) uchwalenie regulaminu pracy Krajowej Rady Kuratorów, 9) współpraca z organizacjami kuratorów sądowych innych krajów. 2. Krajowa Rada Kuratorów przy realizacji zadań, o których mowa w ust. 1 pkt 2, 5 i 6, uzgadnia swoje działania z Ministrem Sprawiedliwości. 3. Posiedzenia Krajowej Rady Kuratorów odbywają się co najmniej raz w roku. Warunki do odbywania posiedzeń zapewnia Minister Sprawiedliwości."
42,2001_1071_45,Co należy do zadań Krajowej Rady Kuratorów?,"Art. 45. 1. Krajową Radę Kuratorów tworzą delegaci wybrani w poszczególnych okręgach przez okręgowe zgromadzenia kuratorów. Okręgowe zgromadzenie kuratorów wybiera jednego delegata do Krajowej Rady Kuratorów. 2. Krajowa Rada Kuratorów dokonuje wyboru przewodniczącego, jego zastępcy i sekretarza, którzy tworzą prezydium Krajowej Rady Kuratorów. 3. Krajowa Rada Kuratorów jest reprezentantem kuratorów sądowych."
43,2001_1071_44,Co należy do zadań Krajowej Rady Kuratorów?,"Art. 44. 1. Organami samorządu kuratorskiego są: 1) Krajowa Rada Kuratorów, 2) okręgowe zgromadzenia kuratorów. 2. Kadencja Krajowej Rady Kuratorów trwa 4 lata."
44,1997_553_284,"Jakiej karze podlega osoba, która przywłaszcza sobie cudzą rzecz ruchomą lub prawo majątkowe?","Art. 284. § 1. Kto przywłaszcza sobie cudzą rzecz ruchomą lub prawo majątkowe, podlega karze pozbawienia wolności do lat 3. § 2. Kto przywłaszcza sobie powierzoną mu rzecz ruchomą, podlega karze pozbawienia wolności od 3 miesięcy do lat 5. § 3. W wypadku mniejszej wagi lub przywłaszczenia rzeczy znalezionej, sprawca podlega grzywnie, karze ograniczenia wolności albo pozbawienia wolności do roku. § 4. Jeżeli przywłaszczenie nastąpiło na szkodę osoby najbliższej, ściganie następuje na wniosek pokrzywdzonego."
45,1997_553_278,"Jakiej karze podlega osoba, która przywłaszcza sobie cudzą rzecz ruchomą lub prawo majątkowe?","Art. 278. § 1. Kto zabiera w celu przywłaszczenia cudzą rzecz ruchomą, podlega karze pozbawienia wolności od 3 miesięcy do lat 5. § 2. Tej samej karze podlega, kto bez zgody osoby uprawnionej uzyskuje cudzy program komputerowy w celu osiągnięcia korzyści majątkowej. § 3. W wypadku mniejszej wagi, sprawca podlega grzywnie, karze ograniczenia wolności albo pozbawienia wolności do roku. § 4. Jeżeli kradzież popełniono na szkodę osoby najbliższej, ściganie następuje na wniosek pokrzywdzonego. § 5. Przepisy § 1, 3 i 4 stosuje się odpowiednio do kradzieży energii lub karty uprawniającej do podjęcia pieniędzy z automatu bankowego."
46,1997_468_50,"Jakiej karze podlega osoba, która przywłaszcza sobie cudzą rzecz ruchomą lub prawo majątkowe?","Art. 50. Kto zabiera, w celu przywłaszczenia, środki odurzające, substancje psychotropowe, mleczko makowe lub słomę makową, podlega odpowiedzialności karnej jak za przestępstwo kradzieży mienia, niezależnie od wartości przedmiotu zaboru."
47,1997_553_284,"Jakiej karze podlega osoba, która przywłaszcza sobie cudzą rzecz ruchomą lub prawo majątkowe?","Art. 284. § 1. Kto przywłaszcza sobie cudzą rzecz ruchomą lub prawo majątkowe, podlega karze pozbawienia wolności do lat 3. § 2. Kto przywłaszcza sobie powierzoną mu rzecz ruchomą, podlega karze pozbawienia wolności od 3 miesięcy do lat 5. § 3. W wypadku mniejszej wagi lub przywłaszczenia rzeczy znalezionej, sprawca podlega grzywnie, karze ograniczenia wolności albo pozbawienia wolności do roku. § 4. Jeżeli przywłaszczenie nastąpiło na szkodę osoby najbliższej, ściganie następuje na wniosek pokrzywdzonego."
48,1997_604_10c,"Na jakich zasadach Trybunał Konstytucyjny rozpoznaje Wnioski o stwierdzenie zgodności z Konstytucją celów partii politycznych, które są określone w ich statucie lub w programie?","Art. 10c. Wnioski o stwierdzenie zgodności z Konstytucją celów partii politycznych, określonych w statucie lub w programie, Trybunał Konstytucyjny rozpoznaje na zasadach i w trybie przewidzianych dla rozpoznania wniosków o stwierdzenie zgodności aktów normatywnych z Konstytucją."
49,1997_604_10c,"Na jakich zasadach Trybunał Konstytucyjny rozpoznaje Wnioski o stwierdzenie zgodności z Konstytucją celów partii politycznych, które są określone w ich statucie lub w programie?","Art. 10c. Wnioski o stwierdzenie zgodności z Konstytucją celów partii politycznych, określonych w statucie lub w programie, Trybunał Konstytucyjny rozpoznaje na zasadach i w trybie przewidzianych dla rozpoznania wniosków o stwierdzenie zgodności aktów normatywnych z Konstytucją."
50,1997_604_10a,"Na jakich zasadach Trybunał Konstytucyjny rozpoznaje Wnioski o stwierdzenie zgodności z Konstytucją celów partii politycznych, które są określone w ich statucie lub w programie?","Art. 10a. Z wnioskiem o stwierdzenie zgodności z Konstytucją celów lub działalności partii politycznych do Trybunału Konstytucyjnego wystąpić mogą: Minister Spraw Wewnętrznych i Administracji, Prokurator Generalny oraz Sąd Wojewódzki w Warszawie prowadzący ewidencję partii politycznych."
51,1997_604_10d,"Na jakich zasadach Trybunał Konstytucyjny rozpoznaje Wnioski o stwierdzenie zgodności z Konstytucją celów partii politycznych, które są określone w ich statucie lub w programie?","Art. 10d. 1. Wnioski o stwierdzenie zgodności z Konstytucją działalności partii politycznych Trybunał Konstytucyjny rozpoznaje stosując odpowiednio przepisy Kodeksu postępowania karnego. 2. Ciężar udowodnienia niezgodności z Konstytucją spoczywa na wnioskodawcy, który w tym celu powinien przedstawić lub zgłosić dowody wskazujące na tę niezgodność."
52,1997_933_14,Co określa statut funduszu inwestycyjnego?,"Art. 14. 1. Statut funduszu inwestycyjnego sporządza się w formie aktu notarialnego. 2. Statut określa: 1) nazwę i rodzaj funduszu, 2) firmę, siedzibę i adres towarzystwa, 3) organy funduszu i sposób jego reprezentacji, 4) firmę (nazwę), siedzibę i adres depozytariusza, 5) czas trwania funduszu, jeżeli jest ograniczony, 6) łączną wysokość wpłat do funduszu, ustaloną zgodnie z art. 12 ust. 2, 7) termin i warunki dokonywania zapisów na jednostki uczestnictwa lub certyfikaty inwestycyjne, 8) w przypadku funduszu inwestycyjnego zamkniętego lub mieszanego - liczbę certyfikatów inwestycyjnych, na które przeprowadzane będą zapisy, oraz zasady przydziału certyfikatów inwestycyjnych, 9) cel inwestycyjny funduszu, 10) zasady polityki inwestycyjnej funduszu, 11) zasady wypłacania dochodów funduszu uczestnikom funduszu, w przypadku gdy statut przewiduje wypłacanie tych dochodów bez odkupywania jednostek uczestnictwa albo wykupywania certyfikatów inwestycyjnych, 12) rodzaje, wysokość i sposób kalkulacji kosztów obciążających fundusz, w tym wynagrodzenie towarzystwa oraz terminy pokrywania poszczególnych rodzajów kosztów, 13) częstotliwość i sposób dokonywania wyceny aktywów funduszu, ustalania wartości aktywów netto funduszu oraz wartości aktywów netto przypadających na jednostkę uczestnictwa albo certyfikat inwestycyjny, 14) sposób i szczegółowe warunki: a) zbywania jednostek uczestnictwa albo certyfikatów inwestycyjnych, b) odkupywania jednostek uczestnictwa albo wykupywania certyfikatów inwestycyjnych, 15) prawa uczestników funduszu, 16) szczegółowy sposób udostępniania informacji o funduszu inwestycyjnym do publicznej wiadomości, 17) sposób ogłaszania zmian statutu, 18) przyczyny likwidacji funduszu inwestycyjnego."
